origin,participant_id,age,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status,Knowledge of software development techniques ,platform: Desktop,platform: Mobile,platform: Web (Back-end),platform: Web (Front-end),platform: WebAssembly,platform: Server / Infrastructure,platform: IoT / Embedded,platform: Classic AUTOSAR ECU,platform: Adaptive AUTOSAR ECU,platform: Consoles (Xbox / PlayStation / Nintendo etc.),platform: Not decided yet (research / proof of concept),platform: I don't develop anything,platform: Other,softwareType: Automotive Chassis,softwareType: Automotive Drive Train,"softwareType: Automated Driving, Driver Assistance",softwareType: Augmented Reality / Virtual Reality,softwareType: Business Intelligence / Data Science / Machine Learning,softwareType: Blockchain,softwareType: Database / Data Storage,softwareType: Education / Training,softwareType: Entertainment / Infotainment,softwareType: Fintech (Finance),softwareType: Games,softwareType: Hardware,softwareType: Home Automation,softwareType: IT Infrastructure,softwareType: Libraries / Frameworks,softwareType: Programming Tools,softwareType: Security,softwareType: System Software (e.g. OS driver),softwareType: Utilities (small apps for small tasks),softwareType: Websites,softwareType: Other,codeSize,teamSize,testLevel: Unit Tests,testLevel: Component Tests,testLevel: Integration Tests,testLevel: System Tests,testLevel: Software in the loop Tests (i),testLevel: Platform in the loop Tests,testLevel: Hardware in the loop Tests,testLevel: Other,testingPractices: Manual testing,testingPractices: Automated testing,testingPractices: Continuous Integration,testingPractices: Regression Testing,testingPractices: Fuzzing,testingPractices: Property based testing,testingPractices: Parameterized tests,testingPractices: Test generation,testingPractices: Other,frequency,severity,consequences: Rerun of failing tests without analyzing the failure,consequences: Rerun of passing tests assuming hidden bugs,consequences: Developer time gets wasted inspecting flaky failures,consequences: Computing power is spent rerunning flaky tests,consequences: Merging pull-requests is harder because this requires a passing test suite,consequences: Delayed releases,otherConsequences: otherConsequences1,otherConsequences: otherConsequences2,otherConsequences: otherConsequences3,rootCause: Making asynchronous calls without waiting for the result properly (thread.sleep),"rootCause: Race conditions, deadlocks or other concurrency related errors",rootCause: Prior test did not cleanup properly after running (i),rootCause: Another test that should run before your test and set up the environment was not executed (successfully) (i),rootCause: Could not acquire resources because of a resource leak (i),rootCause: Remote connection failure (i),rootCause: Local bad socket management,rootCause: Relying on the system time (i),rootCause: Accessing values that were already deleted by the garbage collector or relying on the garbage collector to have already cleaned up,rootCause: Using randomness without accounting for all possible values,rootCause: Rounding errors when using floating-point operations,rootCause: Assuming a specific order when iterating over unordered collections,rootCause: Asserting a too restrictive range (i),rootCause: Single test takes too long (Test case timeout),rootCause: All tests together take too long (Test suite timeout),"rootCause: Relying on a specific platform (e.g. 32/64 bit, Kernel version)",rootCause: The test infrastructure fails to provide a proper environment (e.g. installing dependencies),rootCause: Reading values from uninitialized variables,rootCause: Differences between compilers likeundefined behavior or compiler optimizations,"rootCause: Using random, non-seeded values for testing",rootCause: Unknown Cause,otherRootCauses: otherRootCause1,otherRootCauses: otherRootCause2,otherRootCauses: otherRootCause3,mitigationStrategies: Rerun failing tests,mitigationStrategies: Rerun test in different environment,mitigationStrategies: Shuffle test order,mitigationStrategies: Mark test as flaky (i),mitigationStrategies: Disable test case,mitigationStrategies: Automatically disable tests that show flaky behavior,mitigationStrategies: Automatically file bug report / issue,mitigationStrategies: Automatically detect flaky tests (i),mitigationStrategies: Automatically debug flaky failures (i),mitigationStrategies: Visualize Flakiness (i),mitigationStrategies: Quantify flakiness (i),mitigationStrategies: Encourage developers to fix their flaky tests through incentives or penalties,otherMitigations: otherMitigations1,otherMitigations: otherMitigations2,otherMitigations: otherMitigations3,wishes
automotive,288,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,more than 10M LOC,More than 100 developers,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Multiple times per day,A serious problem,Always,Rarely,Always,Always,Very Often,Sometimes,Trust in the code and/or test,"Frustration, especially when you have to merge something for a release.",,Rarely,Very Often,Sometimes,Rarely,Rarely,Very Often,Very Often,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Very Often,Rarely,Sometimes,"Poorly written tests, i.e. classification tests that expect too exact results",,,Always,Sometimes,Never,Rarely,Rarely,Never,Very Often,Sometimes,Rarely,Very Often,Very Often,Very Often,Talk to developer of the test,"Establish the benefit of the test, rewrite if necessary",,"1) Better visual information on the cause of the failing tests - so you don't have to waste time parsing logs.
2) Auto re-trigger tests if there is a resource or infrastructure issue.
3) Better hints on the cause of the issue, including command to reproduce the issue locally."
automotive,289,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,21 - 100,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Daily,A serious problem,Very Often,Very Often,Always,Very Often,Very Often,Very Often,,,,Very Often,Very Often,Very Often,Very Often,Sometimes,Very Often,Very Often,Very Often,Rarely,Very Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Very Often,Very Often,Not answered,,,,Not answered,Not answered,Not answered,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Not answered,Not answered,Not answered,,,,
automotive,290,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Rarely,Very Often,Very Often,Always,Never,Trust in tests is lost and people stop to maintain them,,,Rarely,Very Often,Never,Never,Rarely,Very Often,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very Often,Sometimes,Very Often,Never,Very Often,Rarely,Rarely,Rarely,Sometimes,Infrastructure failures in the continuous integration system (network problem),Multiple processes and not enough resources without proper syncronization,,Very Often,Very Often,Rarely,Very Often,Very Often,Very Often,Very Often,Very Often,Never,Rarely,Rarely,Very Often,,,,
automotive,291,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Weekly,A serious problem,Rarely,Never,Rarely,Very Often,Always,Rarely,,,,Rarely,Rarely,Rarely,Never,Sometimes,Very Often,Never,Never,Sometimes,Never,Rarely,Never,Never,Very Often,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,,,,Very Often,Never,Never,Always,Sometimes,Very Often,Never,Always,Never,Rarely,Always,Very Often,,,,
automotive,292,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,more than 10M LOC,More than 100 developers,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Multiple times per day,A serious problem,Very Often,Very Often,Very Often,Always,Always,Sometimes,Developes time gets wasted inspecting someones else tests,writing re-run bots for getting annoyed of pressing the rerun button by developer,"deactivating test execution at all to not get blocked by ""anyways failing tests""",Rarely,Very Often,Very Often,Sometimes,Sometimes,Very Often,Rarely,Very Often,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very Often,Rarely,Very Often,Rarely,Never,Never,Very Often,instable behaviour of the Device under test,"virtualization not running realtime, but timeouts are based on realtime",unknown dependencies for HW setup (e.g. SW version for periphery or participating test objects),Very Often,Sometimes,Rarely,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,,,,"Test case execution visualization --> which test case failed how often with which error message on which device/environment.
automated dump (core dump, but also test controller dump) on exactly the point the test fails. (it is too often an assumption what failed due to too bad/loose/unrelated information about what failed) --> issue of bad written test cases.

Remark: I run and analyse more the test cases of others then writing own tests."
automotive,293,,,,,,,,,,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Monthly,A serious problem,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,,,,Very Often,Sometimes,Very Often,Rarely,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Very Often,Sometimes,Sometimes,Very Often,Rarely,Rarely,Rarely,Not answered,,,,Rarely,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,,,,
automotive,294,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,21 - 100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,,,,Rarely,Sometimes,Rarely,Rarely,Rarely,Very Often,Very Often,Never,Never,Rarely,Rarely,Rarely,Never,Very Often,Very Often,Never,Rarely,Rarely,Rarely,Never,Not answered,,,,Very Often,Sometimes,Never,Very Often,Rarely,Rarely,Very Often,Rarely,Sometimes,Very Often,Very Often,Rarely,,,,
automotive,295,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Weekly,A serious problem,Very Often,Sometimes,Very Often,Always,Sometimes,Sometimes,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Very Often,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Sometimes,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Always,,,,Very Often,Not answered,Not answered,Always,Sometimes,Rarely,Sometimes,Always,Rarely,Very Often,Sometimes,Rarely,,,,
automotive,296,,,,,,,,,,Checked,Not checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,100k - 1M LOC,More than 100 developers,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Multiple times per day,A serious problem,Very Often,Sometimes,Rarely,Rarely,Very Often,Sometimes,,,,Never,Very Often,Sometimes,Rarely,Very Often,Very Often,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Very Often,Very Often,Rarely,Very Often,Rarely,Never,Rarely,Always,,,,Sometimes,Sometimes,Never,Very Often,Always,Very Often,Rarely,Never,Never,Never,Never,Never,,,,
automotive,297,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Weekly,A moderate problem,Very Often,Sometimes,Always,Always,Very Often,Sometimes,,,,Very Often,Rarely,Always,Never,Very Often,Very Often,Very Often,Rarely,Never,Never,Never,Never,Never,Sometimes,Very Often,Never,Sometimes,Rarely,Rarely,Never,Sometimes,,,,Very Often,Rarely,Never,Very Often,Sometimes,Rarely,Very Often,Very Often,Very Often,Rarely,Very Often,Sometimes,,,,
automotive,298,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Multiple times per day,A serious problem,Very Often,Sometimes,Very Often,Very Often,Very Often,Sometimes,,,,Very Often,Very Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very Often,Very Often,Rarely,Rarely,Rarely,Rarely,Rarely,Always,,,,Very Often,Rarely,Rarely,Always,Always,Always,Always,Always,Never,Very Often,Always,Sometimes,,,,
automotive,299,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Weekly,A serious problem,Always,Always,Always,Always,Always,Never,,,,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Very Often,Rarely,Rarely,Very Often,Very Often,Not answered,Very Often,Very Often,Never,Sometimes,Sometimes,,,,Always,Always,Always,Always,Always,Always,Sometimes,Never,Never,Never,Never,Sometimes,,,,not sure. somtheing that helps to visualize flaky test and also something that already helps even avoiding to produce some
automotive,300,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,more than 10M LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Multiple times per day,A serious problem,Rarely,Rarely,Very Often,Always,Sometimes,Rarely,,,,Sometimes,Rarely,Rarely,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Very Often,Very Often,Sometimes,Never,Very Often,Rarely,Rarely,Rarely,Sometimes,,,,Very Often,Sometimes,Never,Sometimes,Rarely,Never,Very Often,Never,Never,Very Often,Very Often,Rarely,,,,
automotive,301,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,11 - 20,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Never,Not a problem,Never,Never,Never,Never,Never,Never,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,,,,
automotive,302,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Very Often,Never,Sometimes,Rarely,Rarely,Rarely,,,,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Rarely,,,,Very Often,Never,Never,Never,Never,Never,Sometimes,Never,Very Often,Never,Never,Never,,,,
automotive,303,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A serious problem,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Rarely,,,,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Not answered,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,,,,
automotive,304,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,more than 10M LOC,21 - 100,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A serious problem,Very Often,Sometimes,Very Often,Very Often,Very Often,Sometimes,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Relying on things that can behave differently from 1 run to another,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,,,,
automotive,305,,,,,,,,,,Not checked,Checked,Checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,100k - 1M LOC,More than 100 developers,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Daily,Not a problem,Sometimes,Sometimes,Very Often,Very Often,Very Often,Very Often,,,,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Very Often,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Rarely,Rarely,Very Often,Sometimes,Not answered,,,,Sometimes,Very Often,Very Often,Sometimes,Not answered,Very Often,Always,Very Often,Sometimes,Sometimes,Sometimes,Rarely,,,,
automotive,306,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A serious problem,Sometimes,Never,Very Often,Always,Always,Always,,,,Very Often,Very Often,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,,,,Always,Rarely,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,,,,
automotive,307,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,100k - 1M LOC,2 - 5,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Monthly,A moderate problem,Rarely,Rarely,Always,Always,Always,Sometimes,,,,Very Often,Sometimes,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Rarely,Not answered,,,,Very Often,Very Often,Very Often,Rarely,Rarely,Never,Never,Always,Never,Always,Always,Never,,,,
automotive,308,,,,,,,,,,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A moderate problem,Rarely,Not answered,Sometimes,Not answered,Rarely,Never,,,,Rarely,Not answered,Sometimes,Sometimes,Rarely,Not answered,Not answered,Rarely,Never,Rarely,Sometimes,Never,Rarely,Not answered,Not answered,Never,Never,Never,Never,Never,Rarely,,,,Always,Rarely,Not answered,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Always,,,,
automotive,309,,,,,,,,,,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,11 - 20,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Multiple times per day,A serious problem,Very Often,Never,Sometimes,Very Often,Very Often,Rarely,,,,Very Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not answered,,,,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,,A clean dashboard that visualises why a test failed. Currently we have to sift through pages and pages of log outputs and various other files on the CI server. A way to graph whether and which tests passed over the course of the previous weeks/months would be helpful in determining which tests are actually flaky. Currently we determine this using our own intuition.
automotive,310,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A moderate problem,Very Often,Very Often,Very Often,Rarely,Very Often,Sometimes,,,,Sometimes,Sometimes,Very Often,Very Often,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,,,,Very Often,Very Often,Very Often,Never,Never,Always,Never,Never,Rarely,Never,Never,Very Often,,,,
automotive,311,,,,,,,,,,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,Not a problem,Never,Always,Always,Always,Always,Sometimes,,,,Sometimes,Sometimes,Very Often,Never,Never,Very Often,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Rarely,,,,Very Often,Very Often,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,,,,
